îN,åé,ì˙,ç≈çÇãCâ∑(Åé),ç≈çÇãCâ∑(Åé)
2009,4,21,20.1,8
2009,4,22,21.4,8
2009,4,23,15.6,8
2009,4,24,21.2,8
2009,4,25,16.3,8
2009,4,26,15.2,8
2009,4,27,14.3,8
2009,4,28,16.8,8
2009,4,29,21.2,8
2009,4,30,24.1,8
2009,5,1,24.1,8
2009,5,2,24.9,8
2009,5,3,23.3,8
2009,5,4,21.2,8
2009,5,5,19.6,8
2009,5,6,19.7,8
2009,5,7,16.2,8
2009,5,8,20.5,8
2009,5,9,28,8
2009,5,10,27.9,8
2009,5,11,27.6,8
2009,5,12,29.7,8
2009,5,13,22.4,8
2009,5,14,23.2,8
2009,5,15,20.8,8
2009,5,16,19.3,8
2009,5,17,21.6,8
2009,5,18,24.8,8
2009,5,19,25.4,8
2009,5,20,30.4,8
2009,5,21,25.4,8
2009,5,22,21,8
2009,5,23,25,8
2009,5,24,23,8
2009,5,25,22.7,8
2009,5,26,24.6,8
2009,5,27,26.4,8
2009,5,28,22.2,8
2009,5,29,28,8
2009,5,30,26.6,8
2009,5,31,22.4,8
2009,6,1,26.4,8
2009,6,2,30.4,8
2009,6,3,26.1,8
2009,6,4,23.8,8
2009,6,5,19.9,8
2009,6,6,26.5,8
2009,6,7,25.4,8
2009,6,8,25.4,8
2009,6,9,24.2,8
2009,6,10,24.8,8
2009,6,11,25.5,8
2009,6,12,29.7,8
2009,6,13,29.4,8
2009,6,14,27.5,8
2009,6,15,27.9,8
2009,6,16,28.3,8
2009,6,17,28.2,8
2009,6,18,29.4,8
2009,6,19,30,8
2009,6,20,27.1,8
2009,6,21,27.4,8
2009,6,22,31.9,8
2009,6,23,28.9,8
2009,6,24,30.4,8
2009,6,25,31.9,8
2009,6,26,31.9,8
2009,6,27,31.1,8
2009,6,28,33.1,8
2009,6,29,29,8
2009,6,30,26.7,8
2009,7,1,32.6,8
2009,7,2,27.1,8
2009,7,3,28.7,8
2009,7,4,30,8
2009,7,5,30,8
2009,7,6,28.7,8
2009,7,7,31,8
2009,7,8,29.3,8
2009,7,9,31.3,8
2009,7,10,28.2,8
2009,7,11,30.3,8
2009,7,12,33.3,8
2009,7,13,33.4,8
2009,7,14,35.6,8
2009,7,15,34,8
2009,7,16,32.4,8
2009,7,17,29.1,8
2009,7,18,33.6,8
2009,7,19,32.8,8
2009,7,20,28.2,8
2009,7,21,27.3,8
2009,7,22,29.8,8
2009,7,23,31.2,8
2009,7,24,32.1,8
2009,7,25,31.8,8
2009,7,26,30.9,8
2009,7,27,29.2,8
2009,7,28,27.1,8
2009,7,29,31.6,8
2009,7,30,30.4,8
2009,7,31,29.9,8
2009,8,1,28.2,8
2009,8,2,30.5,8
2009,8,3,32.3,8
2009,8,4,33.4,8
2009,8,5,31,8
2009,8,6,31.1,8
2009,8,7,32.1,8
2009,8,8,34.5,8
2009,8,9,27.3,8
2009,8,10,27.9,8
2009,8,11,32.4,8
2009,8,12,35.4,8
2009,8,13,34.2,8
2009,8,14,30.4,8
2009,8,15,29.9,8
2009,8,16,31.9,8
2009,8,17,33.7,8
2009,8,18,32.6,8
2009,8,19,32,8
2009,8,20,31.9,8
2009,8,21,32.7,8
2009,8,22,30,8
2009,8,23,30.5,8
2009,8,24,29.3,8
2009,8,25,28.4,8
2009,8,26,28.4,8
2009,8,27,32,8
2009,8,28,32,8
2009,8,29,27.7,8
2009,8,30,30.5,8
2009,8,31,27.8,8
2009,9,1,29.6,8
2009,9,2,30,8
2009,9,3,29.5,8
2009,9,4,31.1,8
2009,9,5,33,8
2009,9,6,32.5,8
2009,9,7,31.6,8
2009,9,8,30.2,8
2009,9,9,27.1,8
2009,9,10,28.4,8
2009,9,11,28.9,8
2009,9,12,22.6,8
2009,9,13,26.4,8
2009,9,14,25.7,8
2009,9,15,21.5,8
2009,9,16,27.2,8
2009,9,17,27.8,8
2009,9,18,25.8,8
2009,9,19,27.4,8
2009,9,20,27.9,8
2009,9,21,30.3,8
2009,9,22,25.5,8
2009,9,23,26,8
2009,9,24,30.1,8
2009,9,25,30.7,8
2009,9,26,29.5,8
2009,9,27,29.9,8
2009,9,28,24.3,8
2009,9,29,24.8,8
2009,9,30,21.3,8
2009,10,1,26.2,8
2009,10,2,23.4,8
2009,10,3,26,8
2009,10,4,26.6,8
2009,10,5,22.6,8
2009,10,6,19.5,8
2009,10,7,18.8,8
2009,10,8,22.3,8
2009,10,9,21.7,8
2009,10,10,21.5,8
2009,10,11,22.3,8
2009,10,12,22.6,8
2009,10,13,22.9,8
2009,10,14,23,8
2009,10,15,22.8,8
2009,10,16,22.7,8
2009,10,17,22.2,8
2009,10,18,22.7,8
2009,10,19,23.2,8
2009,10,20,22,8
2009,10,21,23,8
2009,10,22,21.5,8
2009,10,23,22.1,8
2009,10,24,18.9,8
2009,10,25,20.8,8
2009,10,26,18.8,8
2009,10,27,21.1,8
2009,10,28,21.4,8
2009,10,29,22.2,8
2009,10,30,23.1,8
2009,10,31,24.1,8
2009,11,1,21.7,8
2009,11,2,18,8
2009,11,3,12.4,8
2009,11,4,17.4,8
2009,11,5,18.1,8
2009,11,6,20.3,8
2009,11,7,22.6,8
2009,11,8,20.4,8
2009,11,9,20,8
2009,11,10,19.7,8
2009,11,11,17.9,8
2009,11,12,16,8
2009,11,13,17.9,8
2009,11,14,19.8,8
2009,11,15,15.3,8
2009,11,16,13.4,8
2009,11,17,9.2,8
2009,11,18,13.5,8
2009,11,19,13.8,8
2009,11,20,13.3,8
2009,11,21,13.4,8
2009,11,22,10,8
2009,11,23,14.8,8
2009,11,24,12.5,8
2009,11,25,18.1,8
2009,11,26,17.7,8
2009,11,27,16.6,8
2009,11,28,13.6,8
2009,11,29,11.3,8
2009,11,30,15.3,8
2009,12,1,15.6,8
2009,12,2,14.8,8
2009,12,3,11.2,8
2009,12,4,13.5,8
2009,12,5,14.8,8
2009,12,6,12.1,8
2009,12,7,10.4,8
2009,12,8,12.6,8
2009,12,9,13.4,8
2009,12,10,12,8
2009,12,11,13.1,8
2009,12,12,16.1,8
2009,12,13,11.6,8
2009,12,14,13.3,8
2009,12,15,8.8,8
2009,12,16,9.5,5
2009,12,17,7,8
2009,12,18,6.5,8
2009,12,19,6.2,8
2009,12,20,7.2,8
2009,12,21,7.3,8
2009,12,22,9.1,8
2009,12,23,7.1,8
2009,12,24,11.2,8
2009,12,25,12.8,8
2009,12,26,13.4,8
2009,12,27,10,8
2009,12,28,8.7,8
2009,12,29,9.7,8
2009,12,30,11.1,8
2009,12,31,6.6,8
